commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
0dbd036f5bff33e7ade75e7639f3218d424a6e73,feat(agents): harness-agnostic effort write path and spawn bridge (#4625),client,conflict or missing prerequisite,55,desktop/src-tauri/src/commands/agent_config.rs | desktop/src-tauri/src/commands/agent_config_tests.rs | desktop/src-tauri/src/commands/agent_discovery.rs | desktop/src-tauri/src/commands/agent_models.rs | desktop/src-tauri/src/commands/agent_models_update.rs | desktop/src-tauri/src/commands/agent_models_update_tests.rs | desktop/src-tauri/src/commands/agents_deploy.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/managed_agents/claude_config/mod.rs | desktop/src-tauri/src/managed_agents/claude_config/tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/effort.rs | desktop/src-tauri/src/managed_agents/config_bridge/effort_cmd_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/effort_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/mod.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests_ext.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests_ext2.rs | desktop/src-tauri/src/managed_agents/discovery.rs | desktop/src-tauri/src/managed_agents/discovery/catalog.rs | desktop/src-tauri/src/managed_agents/discovery/overrides.rs | desktop/src-tauri/src/managed_agents/discovery/presets.rs | desktop/src-tauri/src/managed_agents/discovery/runtime_metadata.rs | desktop/src-tauri/src/managed_agents/discovery/tests.rs | desktop/src-tauri/src/managed_agents/discovery/tests/effort_clear.rs | desktop/src-tauri/src/managed_agents/mod.rs | desktop/src-tauri/src/managed_agents/readiness.rs | desktop/src-tauri/src/managed_agents/readiness/tests/openrouter_tests.rs | desktop/src-tauri/src/managed_agents/runtime.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests_ext.rs | desktop/src-tauri/src/managed_agents/types.rs | desktop/src-tauri/src/managed_agents/types/requests.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/agentConfigCore.test.mjs | desktop/src/features/agents/lib/agentConfigCore.ts | desktop/src/features/agents/ui/AgentConfigFields.tsx | desktop/src/features/agents/ui/AgentInstanceEditDialog.tsx | desktop/src/features/agents/ui/EditAgentAdvancedFields.tsx | desktop/src/features/agents/ui/EditAgentProviderModelFields.tsx | desktop/src/features/agents/ui/EffortPickerField.tsx | desktop/src/features/agents/ui/agentDefaultsEditor.test.mjs | desktop/src/features/agents/ui/agentInstanceEditCancelSafety.test.mjs | desktop/src/features/agents/ui/agentInstanceEditPinning.test.mjs | desktop/src/features/agents/ui/buzzAgentModelTuningFields.tsx | desktop/src/features/agents/ui/effortAutoClear.test.mjs | desktop/src/features/agents/ui/effortPicker.ts | desktop/src/features/agents/ui/personaRuntimeModel.ts | desktop/src/features/agents/ui/providerEnvVarUpdates.test.mjs | desktop/src/features/agents/ui/providerEnvVarUpdates.ts | desktop/src/features/agents/ui/runtimeModelProviderSelection.test.mjs | desktop/src/features/agents/ui/runtimeModelProviderSelection.ts | desktop/src/shared/api/tauri.ts | desktop/src/shared/api/tauriManagedAgents.ts | desktop/src/shared/api/types.ts
434dafe958d82ca07d2b42b0f7d023ab923c2ff9,fix(desktop): discover authenticated owned relay agents (#7122),client,conflict or missing prerequisite,32,desktop/playwright.config.ts | desktop/src-tauri/src/commands/agent_discovery/relay_directory.rs | desktop/src-tauri/src/commands/agent_discovery/relay_directory/owned_tests.rs | desktop/src-tauri/src/nostr_convert.rs | desktop/src-tauri/src/nostr_convert/agent_directory.rs | desktop/src-tauri/src/nostr_convert/oa_profile_tests.rs | desktop/src-tauri/src/nostr_convert/runtime_policy_tests.rs | desktop/src-tauri/src/nostr_convert/tests.rs | desktop/src/features/agents/ui/ManagedAgentSessionPanel.tsx | desktop/src/features/channels/ui/AgentSessionThreadPanel.tsx | desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/src/features/channels/ui/unknownRelayAgentStatus.test.mjs | desktop/src/features/channels/ui/useChannelAgentSessions.ts | desktop/src/features/messages/lib/buildMentionCandidates.test.mjs | desktop/src/features/messages/lib/buildMentionCandidates.ts | desktop/src/features/messages/lib/useActiveAgentPubkeys.ts | desktop/src/features/messages/ui/useNewMessageRecipients.ts | desktop/src/features/profile/lib/profileActivityAgent.test.mjs | desktop/src/features/profile/lib/profileActivityAgent.ts | desktop/src/features/profile/lib/profileActivityFeedScope.test.mjs | desktop/src/features/profile/lib/profileActivityFeedScope.ts | desktop/src/features/projects/lib/projectAgentConversation.ts | desktop/src/features/projects/ui/ProjectsAgentPromptPage.tsx | desktop/src/features/pulse/ui/AgentActivityCard.test.mjs | desktop/src/features/pulse/ui/AgentActivityCard.tsx | desktop/src/features/pulse/ui/PulseView.tsx | desktop/src/features/search/useSearchResults.ts | desktop/src/shared/api/types.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/owned-agent-discovery.spec.ts | desktop/tests/helpers/bridge.ts | docs/owned-agent-discovery.md
83e596298449ab1cb57481221d0e41ce69e52814,fix(desktop): keep explicit agent profiles bound to their exact key (#7131),client,conflict or missing prerequisite,13,desktop/playwright.config.ts | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/pickProfileAgent.test.mjs | desktop/src/features/agents/lib/pickProfileAgent.ts | desktop/src/features/profile/lib/resolveCanonicalManagedAgent.test.mjs | desktop/src/features/profile/lib/useCanonicalManagedAgentProfile.test.mjs | desktop/src/features/profile/lib/useCanonicalManagedAgentProfile.ts | desktop/src/features/profile/lib/useOwnedManagedAgentPersonaId.test.mjs | desktop/src/features/profile/lib/useOwnedManagedAgentPersonaId.ts | desktop/src/features/profile/ui/UserProfilePanel.tsx | desktop/tests/e2e/exact-key-profile.spec.ts | desktop/tests/e2e/profile.spec.ts | docs/agent-profile-identity.md
91ab9d31b8f7249ff1db141ae9d8bb3f2a20bcdd,Add operation-aware database pool acquisition metrics (#7195),runtime/auth/data,conflict or missing prerequisite,38,crates/buzz-db/src/lib.rs | crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/runtime/mod.rs | crates/buzz-db/src/runtime/observability.rs | crates/buzz-db/src/runtime/replica_fence.rs | crates/buzz-db/src/runtime/tests.rs | crates/buzz-db/src/store/allowlist.rs | crates/buzz-db/src/store/archived_identities.rs | crates/buzz-db/src/store/channel.rs | crates/buzz-db/src/store/channel_members.rs | crates/buzz-db/src/store/community.rs | crates/buzz-db/src/store/deletion.rs | crates/buzz-db/src/store/event.rs | crates/buzz-db/src/store/feed.rs | crates/buzz-db/src/store/git_repo.rs | crates/buzz-db/src/store/moderation.rs | crates/buzz-db/src/store/partition.rs | crates/buzz-db/src/store/push.rs | crates/buzz-db/src/store/reaction.rs | crates/buzz-db/src/store/relay_invite.rs | crates/buzz-db/src/store/relay_members.rs | crates/buzz-db/src/store/relay_operators.rs | crates/buzz-db/src/store/replaceable.rs | crates/buzz-db/src/store/thread.rs | crates/buzz-db/src/store/usage.rs | crates/buzz-db/src/store/user.rs | crates/buzz-db/tests/observability_source.rs | crates/buzz-relay/src/api/mod.rs | crates/buzz-relay/src/handlers/command_executor.rs | crates/buzz-relay/src/handlers/community_provisioning.rs | crates/buzz-relay/src/handlers/ingest.rs | crates/buzz-relay/src/handlers/side_effects.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/metrics.rs | crates/buzz-relay/src/readiness.rs | crates/buzz-relay/src/state.rs | crates/buzz-relay/src/workflow_sink.rs | deploy/charts/buzz/README.md
b6dc533b7c2aadb70a8f011a88a5bd2f06d800f2,fix(composer): align wrapped inline chip fragments (#7242),client,conflict or missing prerequisite,2,desktop/src/shared/styles/globals/composer.css | desktop/tests/e2e/mentions.spec.ts
187df22252fa24cce2f3295fb9df9f4dc211b30a,docs(nip-fi): adopt deny-until-TTL and extend enforcement to HTTP ingress (#7254),docs/tooling,conflict or missing prerequisite,1,docs/nips/NIP-FI.md
6f6093243eaea5160db79b7e054f06dfffd207aa,fix(desktop): harden profile batch and thread-reply fetches against relay slowness (#7188),client,conflict or missing prerequisite,10,desktop/src/features/channels/ui/ChannelScreen.tsx | desktop/src/features/messages/useThreadReplies.test.mjs | desktop/src/features/messages/useThreadReplies.ts | desktop/src/features/profile/hooks.ts | desktop/src/features/profile/profileBatchResilience.test.mjs | desktop/src/shared/api/relayClientSession.ts | desktop/src/shared/api/relayClientShared.ts | desktop/src/shared/api/relayClosedRecovery.test.mjs | desktop/src/shared/api/relayClosedRecovery.ts | desktop/src/shared/api/relayGateBoundary.ts
ac5a18697c8294e9237f505a2e01ec6fc374849a,feat(desktop): add persistent Bestie experience (#7223),client,conflict or missing prerequisite,43,desktop/.env.e2e | desktop/playwright.config.ts | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents_tests.rs | desktop/src-tauri/src/commands/bestie.rs | desktop/src-tauri/src/commands/dms.rs | desktop/src-tauri/src/commands/mod.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/managed_agents/bestie_assignment.rs | desktop/src-tauri/src/managed_agents/mod.rs | desktop/src-tauri/src/managed_agents/restore.rs | desktop/src/app/AppShell.tsx | desktop/src/features/agents/ui/AgentIdentityCard.tsx | desktop/src/features/agents/ui/UnifiedAgentsSection.tsx | desktop/src/features/messages/ui/MessageActionBar.tsx | desktop/src/features/messages/ui/TimelineMessageList.tsx | desktop/src/features/profile/ui/UserProfileAgentManagementRows.tsx | desktop/src/features/profile/ui/UserProfilePanelTabs.tsx | desktop/src/features/sidebar/ui/AppSidebar.tsx | desktop/src/features/sidebar/ui/AppSidebarPinnedHeader.tsx | desktop/src/protectedFeatures/bestie/BestieCardBadge.tsx | desktop/src/protectedFeatures/bestie/BestieGlobalOverlay.tsx | desktop/src/protectedFeatures/bestie/BestieMessageAction.tsx | desktop/src/protectedFeatures/bestie/BestiePopover.tsx | desktop/src/protectedFeatures/bestie/BestieProfileSection.tsx | desktop/src/protectedFeatures/bestie/BestieSidebarEntry.tsx | desktop/src/protectedFeatures/bestie/BloomMenu.tsx | desktop/src/protectedFeatures/bestie/api.ts | desktop/src/protectedFeatures/bestie/bestieMessageContext.test.mjs | desktop/src/protectedFeatures/bestie/bestieMessageContext.ts | desktop/src/protectedFeatures/bestie/filterBestieDmChannels.test.mjs | desktop/src/protectedFeatures/bestie/filterBestieDmChannels.ts | desktop/src/protectedFeatures/bestie/findAssignedLocalAgent.test.mjs | desktop/src/protectedFeatures/bestie/findAssignedLocalAgent.ts | desktop/src/protectedFeatures/bestie/useBestie.ts | desktop/src/protectedFeatures/internalUi.ts | desktop/src/protectedFeatures/publicUi.ts | desktop/src/shared/ui/UserAvatar.tsx | desktop/src/testing/e2eBridge.ts | desktop/test-loader-hooks.mjs | desktop/tests/e2e/bestie.spec.ts | desktop/tsconfig.json | desktop/vite.config.ts
47d068e2109d077414cbf2f4f1c927f6d051037a,feat(cli): add buzz gifs command group and NIP-30 emoji tags on messages (#7259),runtime/auth/data,conflict or missing prerequisite,11,crates/buzz-acp/src/pool.rs | crates/buzz-acp/src/setup_mode.rs | crates/buzz-cli/README.md | crates/buzz-cli/src/client.rs | crates/buzz-cli/src/commands/emoji.rs | crates/buzz-cli/src/commands/gifs.rs | crates/buzz-cli/src/commands/messages.rs | crates/buzz-cli/src/commands/mod.rs | crates/buzz-cli/src/lib.rs | crates/buzz-sdk/src/builders.rs | examples/countdown-bot/src/main.rs
c328202cb08cac5b8c1610d2d373e69889772b4e,docs(nip-fi): document Git smart-HTTP credential exemption (#7268),docs/tooling,conflict or missing prerequisite,1,docs/nips/NIP-FI.md
44d19f59a593dfb541bf40dcadbed313ca4a8f97,fix(desktop): preserve spacing after multi-word mentions (#7128),client,conflict or missing prerequisite,6,AGENTS.md | desktop/playwright.config.ts | desktop/src/features/messages/lib/mentionHighlightExtension.test.mjs | desktop/src/features/messages/lib/mentionHighlightExtension.ts | desktop/tests/e2e/mention-spacing.spec.ts | docs/mention-editor.md
d5a73b9f35feaa81ef9afb13d1ec8943e8ec6ca9,fix(desktop): derive agent availability from relay presence (#7127),runtime/auth/data,conflict or missing prerequisite,35,crates/buzz-agent/tests/common/mod.rs | crates/buzz-agent/tests/regressions.rs | desktop/playwright.config.ts | desktop/src-tauri/src/commands/profile.rs | desktop/src-tauri/src/commands/profile_presence_tests.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/managedAgentControlActions.ts | desktop/src/features/agents/lib/managedAgentDeletionAvailability.test.mjs | desktop/src/features/agents/lib/useAgentAvailability.test.mjs | desktop/src/features/agents/lib/useAgentAvailability.ts | desktop/src/features/agents/ui/AgentRuntimeAvatarControl.tsx | desktop/src/features/agents/ui/AgentsView.tsx | desktop/src/features/agents/ui/UnifiedAgentsSection.tsx | desktop/src/features/agents/ui/UnifiedAgentsSectionCardTarget.test.mjs | desktop/src/features/agents/ui/useManagedAgentActions.ts | desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/src/features/channels/ui/MembersSidebarMemberCard.tsx | desktop/src/features/channels/ui/useMembersSidebarActions.ts | desktop/src/features/presence/hooks.ts | desktop/src/features/profile/ui/UserProfileAgentManagementRows.tsx | desktop/src/features/profile/ui/UserProfilePanel.tsx | desktop/src/features/profile/ui/UserProfilePanelDeletion.ts | desktop/src/features/profile/ui/UserProfilePanelSections.tsx | desktop/src/features/profile/ui/UserProfilePopover.tsx | desktop/src/features/profile/ui/UserProfilePrimaryActions.tsx | desktop/src/features/profile/ui/useAgentLifecycleActions.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/agent-availability.spec.ts | desktop/tests/e2e/agent-error-state-screenshots.spec.ts | desktop/tests/e2e/agents.spec.ts | desktop/tests/e2e/channels.spec.ts | desktop/tests/e2e/onboarding.spec.ts | desktop/tests/e2e/profile.spec.ts | desktop/tests/helpers/welcomeTeam.ts | docs/agent-availability.md
5073e075d7e7d95558c57f24d86d5db6196491c4,fix(desktop): unify owned-agent cloud provenance markers (#7129),client,conflict or missing prerequisite,32,desktop/playwright.config.ts | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/lib/otherSetupAgent.test.mjs | desktop/src/features/agents/lib/otherSetupAgent.ts | desktop/src/features/agents/ui/OtherSetupAgentMarker.tsx | desktop/src/features/agents/useKnownAgentPubkeys.test.mjs | desktop/src/features/agents/useKnownAgentPubkeys.tsx | desktop/src/features/channels/ui/AddMemberSearchResultRow.tsx | desktop/src/features/channels/ui/ChannelScreenHeader.tsx | desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/src/features/channels/ui/MembersSidebarMemberCard.tsx | desktop/src/features/messages/lib/buildMentionCandidates.test.mjs | desktop/src/features/messages/lib/buildMentionCandidates.ts | desktop/src/features/messages/lib/mentionSuggestionMapping.ts | desktop/src/features/messages/ui/ComposerAddressControls.tsx | desktop/src/features/messages/ui/MentionAutocomplete.test.mjs | desktop/src/features/messages/ui/MentionAutocomplete.tsx | desktop/src/features/messages/ui/MessageAgentAddressPrefix.tsx | desktop/src/features/messages/ui/MessageHeader.tsx | desktop/src/features/messages/ui/MessageRow.tsx | desktop/src/features/messages/ui/NewMessageResultRow.tsx | desktop/src/features/messages/ui/SystemMessageRow.tsx | desktop/src/features/profile/ui/UserProfilePanel.tsx | desktop/src/features/profile/ui/UserProfilePanelHeaderContent.tsx | desktop/src/features/profile/ui/UserProfilePanelSections.tsx | desktop/src/features/profile/ui/UserProfilePopover.tsx | desktop/src/features/sidebar/ui/SidebarSection.tsx | desktop/src/shared/ui/markdown.tsx | desktop/src/shared/ui/markdown/MarkdownMention.tsx | desktop/tests/e2e/cloud-provenance.spec.ts | desktop/tests/e2e/mentions.spec.ts | docs/agent-management-provenance.md
40220d5618fc7dbe06421f358053ca77ed0f67d7,perf(desktop): publish mention sends before waking agents (#7154),runtime/auth/data,conflict or missing prerequisite,32,crates/buzz-acp/src/config.rs | crates/buzz-acp/src/lib.rs | desktop/src-tauri/src/app_state.rs | desktop/src-tauri/src/app_state_accessors.rs | desktop/src-tauri/src/commands/agent_discovery/relay_directory.rs | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents/provider_access.rs | desktop/src-tauri/src/commands/agents/provider_deploy.rs | desktop/src-tauri/src/commands/agents_create_fields.rs | desktop/src-tauri/src/commands/identity_archive.rs | desktop/src-tauri/src/commands/personas/inbound.rs | desktop/src-tauri/src/managed_agents/restore.rs | desktop/src-tauri/src/managed_agents/runtime.rs | desktop/src-tauri/src/managed_agents/runtime/metadata.rs | desktop/src-tauri/src/managed_agents/runtime/setup_payload.rs | desktop/src-tauri/src/managed_agents/runtime_commands.rs | desktop/src/features/agents/channelAgents.accessPolicy.test.mjs | desktop/src/features/agents/channelAgents.ts | desktop/src/features/agents/hooks.ts | desktop/src/features/communities/useCommunityInit.ts | desktop/src/features/messages/lib/detachedToastScope.ts | desktop/src/features/messages/ui/useDetachedAgentStart.test.mjs | desktop/src/features/messages/ui/useDetachedAgentStart.ts | desktop/src/features/messages/ui/useEnsureAgentMentionsReady.test.mjs | desktop/src/features/messages/ui/useEnsureAgentMentionsReady.ts | desktop/src/features/messages/ui/useMentionSendFlow.helpers.ts | desktop/src/features/messages/ui/useMentionSendFlow.ts | desktop/src/shared/api/tauriManagedAgents.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/channels.spec.ts | desktop/tests/e2e/mentions.spec.ts | desktop/tests/helpers/bridge.ts
